productTitle,productPrice,productImageSrc,productLink
Apple iPhone 8 Plus 64 Gb Dourado- Vitrine - ORIGINAL,"2.050,",https://m.media-amazon.com/images/I/41-ReRHzp7L._AC_UL320_.jpg,https://amazon.com.br/Apple-iPhone-Plus-Dourado-Vitrine/dp/B0B49XBMZG/ref=sr_1_22?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-22&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Capa SUPCASE Unicorn Beetle Style Series para iPhone 14 Plus de 6,7 pol (2022), capa protetora híbrida fina transparente premium(Roxo)","169,",https://m.media-amazon.com/images/I/61coIvbjcvL._AC_UL320_.jpg,https://amazon.com.br/SUPCASE-Unicorn-protetora-h%C3%ADbrida-transparente/dp/B0B82F3L2L/ref=sr_1_23?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-23&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Spigen Capa Rugged Armor Compativel com Apple iPhone 14 Plus Case (2022) - Matte Black,"176,",https://m.media-amazon.com/images/I/712bx9h5J4L._AC_UL320_.jpg,https://amazon.com.br/Spigen-Rugged-Armor-Compativel-iPhone/dp/B0B1P2VG6Z/ref=sr_1_24?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-24&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
"Capa Capinha + Película De Vidro Temperado 3d + Proteção da Lente da Câmera Para iPhone 14, 14 Plus, 14 Pro, 14 Pro Max - (Hard Glass Store) (iPhone 14 Pro Max (6.7))","47,",https://m.media-amazon.com/images/I/51BhgcQiUBL._AC_UL320_.jpg,https://amazon.com.br/Capinha-Pel%C3%ADcula-Temperado-Prote%C3%A7%C3%A3o-C%C3%A2mera/dp/B0BGCWGM6S/ref=sr_1_25?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-25
Smartphone Xiaomi Redmi Note 11 Graphite Gray 6GB RAM 128GB ROM,"1.335,",https://m.media-amazon.com/images/I/61WifQWu4IL._AC_UL320_.jpg,https://amazon.com.br/Smartphone-Xiaomi-Redmi-Note-11/dp/B09QS7Y357/ref=sr_1_26?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-26&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Poco F4 128GB 6GB Preto no Brasil - Night Black,"2.451,",https://m.media-amazon.com/images/I/51XdXWldp-L._AC_UL320_.jpg,https://amazon.com.br/Xiaomi-Poco-128GB-Preto-Brasil/dp/B0B4MB55YK/ref=sr_1_27?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-27&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi Note 11S 6GB RAM 128GB Com NFC (Cinza) Global,"1.600,",https://m.media-amazon.com/images/I/41YkpL9amoL._AC_UL320_.jpg,https://amazon.com.br/Smartphone-Xiaomi-Redmi-11S-Global/dp/B09R4M8TKX/ref=sr_1_28?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-28&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Tecno Camon 17 Pro 8+256GB Ice Silver,"1.470,",https://m.media-amazon.com/images/I/415ja64Ra8L._AC_UL320_.jpg,https://amazon.com.br/Smartphone-Tecno-Camon-256GB-Silver/dp/B09XFFYY52/ref=sr_1_29?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-29&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Capa Capinha Case Anti Impacto Rígida - NÂO FICA AMARELA - GARANTIA DE 1 ANO - Para iPhone 14 Plus/Max - GL Brazil,"34,",https://m.media-amazon.com/images/I/61traeMsP1L._AC_UL320_.jpg,https://amazon.com.br/Capa-Capinha-Case-Impacto-R%C3%ADgida/dp/B0BG6T1GNQ/ref=sr_1_30?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-30
"Celular OnePlus 10 Pro 5G, 12+256GB, 6.7” QHD+ AMOLED Display, 5000 mAh Battery, 80W SuperVOOC","4.899,",https://m.media-amazon.com/images/I/61mIUCd-37L._AC_UL320_.jpg,https://amazon.com.br/Celular-OnePlus-Display-Battery-SuperVOOC/dp/B09V2RSWBW/ref=sr_1_31?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-31&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Celular Xiaomi 11T Pro Cinza 8/256gb Versão Global,"3.047,",https://m.media-amazon.com/images/I/61o0W4k45ZL._AC_UL320_.jpg,https://amazon.com.br/Celular-Xiaomi-11T-Vers%C3%A3o-Global/dp/B09QK4754N/ref=sr_1_32?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-32&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Capa de telefone ao ar livre com suporte traseiro para iPhone 14 13 12 11 Pro Max XR XS X 7 8 Plus SE Mini capa de telefone à prova de queda, preta, para iPhone 14 Plus","214,",https://m.media-amazon.com/images/I/51Bkb6vj07L._AC_UL320_.jpg,https://amazon.com.br/telefone-livre-suporte-traseiro-iPhone/dp/B0BN74NGN5/ref=sr_1_33?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-33&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
"Smartphone Samsung Galaxy A22 Câmera Traseira Quádrupla Selfie de 13MP Tela Infinita de 6.4"" 128GB 4GB RAM Octa Core Dual Chip Preto","1.139,",https://m.media-amazon.com/images/I/61Oy6VYNTcL._AC_UL320_.jpg,https://amazon.com.br/Smartphone-Samsung-Traseira-Qu%C3%A1drupla-Infinita/dp/B09JQV3JWY/ref=sr_1_34?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-34&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Case Capinha Transparente Magnética Por Indução Flexível Invisível Compatível Com IPhone 14/ 14 Pro/ 14 Plus, 12/12 Pro, 12 PRO MAX, 13, 13 Pro, 13 Pro Max, 7/8, 7/8 Plus, X, XR, XS, 11, 11 Pro, 11 PRO MAX LINHA PREMIUM ONYK (14 PLUS)","39,",https://m.media-amazon.com/images/I/61omNzd1kFL._AC_UL320_.jpg,https://amazon.com.br/Transparente-Magn%C3%A9tica-Invis%C3%ADvel-Compat%C3%ADvel-ONYK/dp/B0BHWWGL83/ref=sr_1_35?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-35
Smarthphone Redmi Note 11S 5G 4GB RAM 128GB ROM Twilight Blue,"1.466,",https://m.media-amazon.com/images/I/51u0EVqIVgL._AC_UL320_.jpg,https://amazon.com.br/Smarthphone-Redmi-Note-5G-Twilight/dp/B0B1NZ6Q3Q/ref=sr_1_36?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-36&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Xiaomi Redmi Note 11 Pro+ 5G 8GB 256GB no Brasil Graphite Gray - Cinza Preto,"2.698,",https://m.media-amazon.com/images/I/51PmW551FOL._AC_UL320_.jpg,https://amazon.com.br/Xiaomi-Redmi-Note-11-Pro/dp/B09VXY1C6G/ref=sr_1_37?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-37&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Smartphone Xiaomi Redmi 9i Sport 64gb / 4gb Ram Tela 6.53 - Carbon Black,"762,",https://m.media-amazon.com/images/I/61W1LoulxmL._AC_UL320_.jpg,https://amazon.com.br/Smartphone-Xiaomi-Redmi-Sport-64gb/dp/B09HSKYMB3/ref=sr_1_38?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-38&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Smartphone Redmi Note 9 Cinza 4Gb Ram 128Gb Tela 6,53","1.399,",https://m.media-amazon.com/images/I/61VmUpCs7PL._AC_UL320_.jpg,https://amazon.com.br/Xiaomi-Redmi-Note-128GB-4GB/dp/B088HJ3FCX/ref=sr_1_40?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-40&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Capa Space para iPhone 14 Plus Crystal Clear,"26,",https://m.media-amazon.com/images/I/51NjhQ1AUwL._AC_UL320_.jpg,https://amazon.com.br/Capa-Space-iPhone-Crystal-Clear/dp/B0BH9FX4KR/ref=sr_1_41?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=32MH80IEMIXE8&keywords=iphone+14+plus&qid=1670102555&sprefix=iphone+14+plu%2Caps%2C174&sr=8-41
